title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,location,tags,url
双井首城国际D区3室1厅,620,万,69066元/㎡,3室1厅1卫,89.77,南北,高层(共28层),2010,首城国际,朝阳 双井 广渠路36号,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4322320652004362x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_2&from=from_esf_List_search&index=2
110拿下精装洋房项目周边自然环境优越，交通便利高保,155,万,31000元/㎡,1室1厅1卫,50,南北,,2022,金茂·北京国际社区,顺义 顺义城区 水色时光西路西侧50米,卧室全朝南 南北通透 厨卫全明,https://bj.58.com/ershoufang/3048260526334977x.shtml?auction=220&hpType=60&entry=102&position=3&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_3&from=from_esf_List_search&index=3
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_4&from=from_esf_List_search&index=4
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_5&from=from_esf_List_search&index=5
清盘170澫 精装修现房四居室星空墅，随时看拎包住,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_6&from=from_esf_List_search&index=6
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=7&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_7&from=from_esf_List_search&index=7
望京南湖中园电梯三居，南向采光好，满五  ，空置随时看,450,万,51850元/㎡,3室1厅2卫,86.79,西南,高层(共20层),2002,南湖中园(二区),朝阳 望京 湖光北街,西南 近地铁 优势户型 房东急售,https://bj.58.com/ershoufang/4305172483612679x.shtml?auction=220&hpType=60&entry=102&position=8&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_8&from=from_esf_List_search&index=8
单价不到4.。面积113平，东三环双井地铁边,468,万,41398元/㎡,2室1厅1卫,113.05,东北,中层(共26层),2016,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4210145618763783x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_9&from=from_esf_List_search&index=9
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_10&from=from_esf_List_search&index=10
双井百环家园2室1厅,465,万,41622元/㎡,2室1厅1卫,111.72,东北,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4278026912328712x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_11&from=from_esf_List_search&index=11
首付低总价 首城国际A区 两居室 满五   商品房 看房方,579,万,65336元/㎡,2室1厅1卫,88.62,西南,低层(共14层),2010,首城国际,朝阳 双井 广渠路36号,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3048362051575810x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_12&from=from_esf_List_search&index=12
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=13&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_13&from=from_esf_List_search&index=13
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=14&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_14&from=from_esf_List_search&index=14
双井百环家园2室1厅 满五年   诚意出售,449,万,46879元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_15&from=from_esf_List_search&index=15
年底清盘210起慧通州运河商务核心地铁6号线运河西有燃气可贷,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048261123955723x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_16&from=from_esf_List_search&index=16
单价5 买三环边全南两居 高层采光视野无遮挡 得房率82%,599,万,62396元/㎡,2室1厅1卫,96,南,低层(共26层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,南 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4227186041921551x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_17&from=from_esf_List_search&index=17
林肯公园南北通透两居室,515,万,56113元/㎡,2室2厅1卫,91.78,南北,中层(共28层),2014,林肯公园C区,大兴 亦庄 文化园西路8号,南北 房东发布 近地铁 户型方正,https://bj.58.com/ershoufang/4329421533371407x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_18&from=from_esf_List_search&index=18
五棵松实景现房 818诚心诚意 熙华台中间楼层,968,万,82034元/㎡,3室2厅2卫,118,南北,,2026,北京建工·熙华台,海淀 永定路 西四环西侧约400米，莲池路南侧150米,客餐厅相连 主卧套房 厨卫全明 购物中心,https://bj.58.com/ershoufang/3256245370772484x.shtml?auction=201&hpType=60&entry=102&position=19&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_19&from=from_esf_List_search&index=19
西直门，金融街，交通大学，南北通透，全明格局，满五,555,万,76132元/㎡,3室1厅1卫,72.9,南北,高层(共6层),1992,交大东路31号院,海淀 交通大学 交大东路31号,热门小区 南北通透 优势户型,https://bj.58.com/ershoufang/4224335193759759x.shtml?auction=220&hpType=60&entry=102&position=20&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_20&from=from_esf_List_search&index=20
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_21&from=from_esf_List_search&index=21
价格可谈！温榆河畔！城市别墅，现房，朝阳一墅，大面宽，带电梯,1195,万,64595元/㎡,3室3厅3卫,185,南北,,2023,朝阳一墅(新房),朝阳 望京 东苇路与金港南路交叉口约500米处,大户型 车位充足,https://bj.58.com/ershoufang/3048333474814987x.shtml?auction=220&hpType=60&entry=102&position=22&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_22&from=from_esf_List_search&index=22
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,东北 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_23&from=from_esf_List_search&index=23
急！急！可谈！林肯公园 南北通透 2居 精装 好户型,538,万,58194元/㎡,2室2厅1卫,92.45,南北,低层(共20层),2010,林肯公园C区,大兴 亦庄 文化园西路8号,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3750068240755722x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_24&from=from_esf_List_search&index=24
好房推荐东三环国贸双地铁口05年小区南向大三居商品房满五,570,万,45347元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3298969590602767x.shtml?auction=201&hpType=60&entry=102&position=25&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_25&from=from_esf_List_search&index=25
东三环双井地铁口05年小区南向三居满五  商品房有钥匙随时看,573,万,45585元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4241240930951180x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_26&from=from_esf_List_search&index=26
亦庄天街万科金域东郡三居诚心出售,536,万,58843元/㎡,3室2厅1卫,91.09,南北,低层(共9层),2016,金域东郡,大兴 亦庄 四合路3号,南北 优势户型 价格优惠 随时可看,https://bj.58.com/ershoufang/4005021576817668x.shtml?auction=220&hpType=60&entry=102&position=27&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_27&from=from_esf_List_search&index=27
东城九三 （一.口.价）2层 南北田字格三居 明厨明卫看房方,640,万,79366元/㎡,3室1厅1卫,80.64,南北,共4层,1976,和平里七区,东城 和平里 青年沟路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4237443015994374x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_28&from=from_esf_List_search&index=28
急售，有钥匙随时看房。电梯叠拼别墅，客厅南向有阳台双卧朝南,470,万,28080元/㎡,3室2厅3卫,167.38,南北,中层(共6层),2007,北京洋房,昌平 北七家 七星路216号,南北 满五年 车位充足 多人关注,https://bj.58.com/ershoufang/3996853856066570x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_29&from=from_esf_List_search&index=29
远见名苑，朝东一居室，满五年一套，落地窗，安静宜居,289,万,60209元/㎡,1室1厅1卫,48,,低层(共24层),2014,远见名苑(一期),西城 广安门外 红居街,东 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/4246969915878412x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_30&from=from_esf_List_search&index=30
（新增急急急售 样板间装修！）一层   低迷洋房3居！,950,万,94453元/㎡,3室2厅2卫,100.58,南,低层(共6层),2017,世华龙樾四里,海淀 清河 前屯路,南 近地铁 车位充足 采光较好,https://bj.58.com/ershoufang/4262441826528257x.shtml?auction=201&hpType=60&entry=102&position=31&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_31&from=from_esf_List_search&index=31
西直门，金融街，交通大学，南北通透，全明格局，满五,550,万,74325元/㎡,3室1厅1卫,74,东南,低层(共6层),1992,交大东路31号院,海淀 交通大学 交大东路31号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4308210076459020x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_32&from=from_esf_List_search&index=32
陶然亭西城永安路小区 电梯直达南向两居室 满五一套 看房方便,420,万,63111元/㎡,2室1厅1卫,66.55,南,低层(共16层),1981,永安路北小区,西城 虎坊桥 永安路北1-北6号,南 近地铁 热门小区 房东急售,https://bj.58.com/ershoufang/4330912271719424x.shtml?auction=220&hpType=60&entry=102&position=33&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_33&from=from_esf_List_search&index=33
富力惠兰美居 高楼层  南北通透 三居室 看房随时业主急售,280,万,26543元/㎡,3室1厅2卫,105.49,南北,高层(共18层),2016,富力惠兰美居(F区),通州 潞苑 朝阳北路,南北 满五年,https://bj.58.com/ershoufang/4331852647374858x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_34&from=from_esf_List_search&index=34
红山郡 满五年 首付五十  必看三居室 边户明卫,220,万,25636元/㎡,3室1厅1卫,85.82,南北,低层(共21层),2009,红山郡,丰台 长辛店 鑫博西路4号,南北 满五年 多人关注,https://bj.58.com/ershoufang/4279831962098698x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_35&from=from_esf_List_search&index=35
业主关系好（博洛尼新装）双阳台 带车位 公园社区 万科物业,359,万,44066元/㎡,2室1厅1卫,81.47,南,高层(共22层),2015,公园悦府(一区),昌平 回龙观 龙锦一街,南 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3998194642332676x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_36&from=from_esf_List_search&index=36
