title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,西,中层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_1&from=from_esf_List_search&index=1,2025-11-28 12:20:35
13年次新板楼！业主变现急售！满五  ，三环，10号线随时看,620,万,69742元/㎡,3室1厅1卫,88.9,南北,高层(共28层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4301051949014026x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_2&from=from_esf_List_search&index=2,2025-11-28 12:20:35
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,西,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_3&from=from_esf_List_search&index=3,2025-11-28 12:20:35
小洋房 户数少   产品,620,万,67923元/㎡,2室1厅1卫,91.28,东南,高层(共7层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 近地铁,https://bj.58.com/ershoufang/4330413846568967x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_4&from=from_esf_List_search&index=5,2025-11-28 12:20:35
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_5&from=from_esf_List_search&index=6,2025-11-28 12:20:35
首钢园对面 电梯洋房390起 精装修 得房率95,480,万,50000元/㎡,3室2厅2卫,96,南北,,2027,长安华曦府,门头沟,永定,门头沟 永定 长安街 新首钢 S1号线上岸站北350米,卧室全朝南 南北通透 厨卫全明 轨交房,https://bj.58.com/ershoufang/3853430097158149x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_6&from=from_esf_List_search&index=7,2025-11-28 12:20:35
底价清晰 高层景观 270度圆弧窗 景观很好,635,万,66681元/㎡,2室2厅1卫,95.23,西南,高层(共26层),2009,天鹅湾(北区),朝阳,朝青板块,朝阳 朝青板块 甘露园中街,西南 配套成熟 价格优惠 房东急售,https://bj.58.com/ershoufang/3048221458045962x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_7&from=from_esf_List_search&index=8,2025-11-28 12:20:35
南北通透 次新社区 边户明厨卫 安静不临街 满五一套,699,万,77238元/㎡,3室1厅1卫,90.5,南北,低层(共28层),2009,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 近地铁 采光较好,https://bj.58.com/ershoufang/4109564342099968x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_8&from=from_esf_List_search&index=9,2025-11-28 12:20:35
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_9&from=from_esf_List_search&index=10,2025-11-28 12:20:35
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,西,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_10&from=from_esf_List_search&index=12,2025-11-28 12:20:35
双井百环家园2室1厅 满五年   诚意出售,419,万,43747元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_11&from=from_esf_List_search&index=13,2025-11-28 12:20:35
双井百环家园3室1厅,555,万,44153元/㎡,3室1厅1卫,125.7,南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4229924746779657x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_12&from=from_esf_List_search&index=14,2025-11-28 12:20:35
满五 精装修 88平 2室2厅 电梯房 诚心出售 价格可议,459,万,51900元/㎡,2室2厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_13&from=from_esf_List_search&index=15,2025-11-28 12:20:35
百环家园西南两居室 业主诚意出售,439,万,48279元/㎡,2室1厅1卫,90.93,西南,高层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/3461254806609933x.shtml?auction=201&hpType=60&entry=102&position=14&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_14&from=from_esf_List_search&index=16,2025-11-28 12:20:35
运河商务区 两室单价3.2万,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州,新华大街,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048276434459654x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_15&from=from_esf_List_search&index=17,2025-11-28 12:20:35
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_16&from=from_esf_List_search&index=19,2025-11-28 12:20:35
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,东北 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_17&from=from_esf_List_search&index=20,2025-11-28 12:20:35
亦庄河西区金域东郡精装修南北通透两居室看房随时中楼层急售急售,370,万,49334元/㎡,2室1厅1卫,75,南北,低层(共28层),2015,金域东郡,大兴,亦庄,大兴 亦庄 四合路3号,南北 满五年,https://bj.58.com/ershoufang/4332287162821647x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_18&from=from_esf_List_search&index=21,2025-11-28 12:20:35
新上！CBD华腾园东南两居 精装修  出行方便 带地下车位,480,万,54048元/㎡,2室1厅1卫,88.81,东南,低层(共28层),2000,华腾园,朝阳,劲松,朝阳 劲松 东三环南路54号,东南 热门小区 配套成熟 价格优惠,https://bj.58.com/ershoufang/4289607522967565x.shtml?auction=220&hpType=60&entry=102&position=19&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_19&from=from_esf_List_search&index=22,2025-11-28 12:20:35
石景山低密度洋房 高端社区 人车分流 配套齐全,428,万,45053元/㎡,3室2厅2卫,95,南北,,2026,中交·伴山观岚,石景山,五里坨,石景山 五里坨 黑石头路,南北通透 厨卫全明 主卧套房 低容积,https://bj.58.com/ershoufang/3132869123236875x.shtml?auction=201&hpType=60&entry=102&position=20&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_20&from=from_esf_List_search&index=23,2025-11-28 12:20:35
林肯公园两居室，次顶层,515,万,55484元/㎡,2室2厅1卫,92.82,南,高层(共28层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南 近地铁,https://bj.58.com/ershoufang/3811077183774720x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_21&from=from_esf_List_search&index=24,2025-11-28 12:20:35
东三环双井地铁口05年小区南向三居满五  商品房有钥匙随时看,573,万,45585元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4241240930951180x.shtml?auction=201&hpType=60&entry=102&position=22&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_22&from=from_esf_List_search&index=26,2025-11-28 12:20:35
好房推荐东三环国贸双地铁口05年小区南向大三居商品房满五,570,万,45347元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3298969590602767x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_23&from=from_esf_List_search&index=27,2025-11-28 12:20:35
东四环，朝阳公园旁， 楼层好，满五,208,万,36569元/㎡,2室1厅1卫,56.88,南北,中层(共6层),1988,南十里居(1-14号楼),朝阳,酒仙桥,朝阳 酒仙桥 酒仙桥路,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4015291691998213x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_24&from=from_esf_List_search&index=28,2025-11-28 12:20:35
聚焦好房 奥森旁 南向二居室 户型方正 视野好,578,万,68282元/㎡,2室2厅1卫,84.65,南,高层(共19层),2008,上元君庭,朝阳,奥林匹克公园,朝阳 奥林匹克公园 安立路28号,南 价格优惠 随时可看,https://bj.58.com/ershoufang/3048214309150727x.shtml?auction=220&hpType=60&entry=102&position=25&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_25&from=from_esf_List_search&index=29,2025-11-28 12:20:35
必卖好房东坝坝鑫家园23年新楼户型方正全南1居落地窗大阳台,188,万,33352元/㎡,1室1厅1卫,56.37,南,中层(共21层),2023,坝鑫家园,朝阳,东坝,朝阳 东坝 单店西路2号,南 有电梯 近地铁 次新房,https://bj.58.com/ershoufang/4336144206785543x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_26&from=from_esf_List_search&index=30,2025-11-28 12:20:35
（必看好房~地铁100m）东坝 南北通透78平两居 看房方便,265,万,33871元/㎡,2室2厅1卫,78.24,南北,低层(共16层),2011,金泰丽富嘉园(30号院),朝阳,东坝,朝阳 东坝 东坝中路30号,南北 满二年 近地铁 车位充足,https://bj.58.com/ershoufang/4288087241710594x.shtml?auction=201&hpType=60&entry=102&position=27&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_27&from=from_esf_List_search&index=31,2025-11-28 12:20:35
明星楼盘，繁华商圈（优选|可议价）三里屯S H 品质社区！,850,万,60715元/㎡,2室1厅2卫,140,东,中层(共26层),2010,三里屯SOHO公寓,朝阳,三里屯,朝阳 三里屯 工人体育场北路8号,东 近地铁,https://bj.58.com/ershoufang/3827027139472384x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_28&from=from_esf_List_search&index=32,2025-11-28 12:20:35
灵秀山庄三居底价美丽！中间层 双阳台 三个飘窗 南四环旧宫,335,万,32786元/㎡,3室2厅1卫,102.18,南北,共5层,2002,灵秀山庄,大兴,旧宫,大兴 旧宫 旧头路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4022454117654535x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_29&from=from_esf_List_search&index=33,2025-11-28 12:20:35
万达富力金禧花园2室2厅,385,万,43259元/㎡,2室2厅1卫,89,西北,中层(共22层),2012,富力金禧花园,通州,新华大街,通州 新华大街 新华南路,西北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4209192391941126x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_30&from=from_esf_List_search&index=34,2025-11-28 12:20:35
南二环.开阳里三区.精装修电梯房有钥匙.出小区即到景风门地铁,450,万,49181元/㎡,2室2厅1卫,91.5,东,高层(共22层),2003,开阳里三区,丰台,右安门,丰台 右安门 开阳里三街,东 房东急售 随时可看 近地铁,https://bj.58.com/ershoufang/4204658627272710x.shtml?auction=220&hpType=60&entry=102&position=31&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_31&from=from_esf_List_search&index=35,2025-11-28 12:20:35
新宫 御槐园 交通便捷 南北通透 近地铁 集中供暖 房龄新,188,万,21861元/㎡,2室1厅1卫,86,南北,低层(共16层),2016,御槐园,丰台,新宫,丰台 新宫 槐房路,南北 满五年 近地铁,https://bj.58.com/ershoufang/4337488517570568x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_32&from=from_esf_List_search&index=36,2025-11-28 12:20:35
新宫地铁房 南庭新苑南区2居室 高楼层,199,万,28875元/㎡,2室1厅1卫,68.92,南北,高层(共15层),2009,南庭新苑南区,丰台,新宫,丰台 新宫 槐房西路,南北 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/4319616054111234x.shtml?auction=201&hpType=60&entry=102&position=33&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_33&from=from_esf_List_search&index=37,2025-11-28 12:20:35
亚运村新荣家园2室1厅,650,万,58229元/㎡,2室1厅1卫,111.63,西南,高层(共27层),2000,新荣家园,朝阳,亚运村,朝阳 亚运村 大屯北路,西南 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/4303486344797184x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_34&from=from_esf_List_search&index=38,2025-11-28 12:20:35
